Watershed_ID,Source,Name,Official_ID,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Drainage_Area_GSIM_km2,Flag_GSIM_boundaries,Flag_Artificial_Boundaries,Elevation_m,Slope_deg,Gravelius,Perimeter,Flag_Shape_Extraction,Aspect_deg,Flag_Terrain_Extraction,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Flag_Land_Use_Extraction,Permeability_logk_m2,Porosity_frac,Flag_Subsoil_Extraction,Reference,revision_date
153,HYDAT,MACASKILLS BROOK NEAR BIRCH GROVE,01FJ002,46.11789,-60.00467,16.93,,0,0,62.3,1.3134,1.5057,21.961,1,84.9509,1,0.9075,0.0081,0.0376,0.0272,0.0168,0.0027,0.0,0.0,1,-15.1999998092651,0.189999997615814,1,"(Arsenault et al., 2020)",2022-04-26
